id,rating
1,4.085589727234858
2,3.771730380864462
3,3.969359590045608
4,4.609026287294318
5,3.788271240941312
6,4.184822783396694
7,4.614664648770132
8,3.965721122656597
9,4.0036871929300535
10,4.010483053543247
11,3.801088347966693
12,4.292651428181652
13,4.043049882028544
14,4.365920501225288
15,3.9732864551240668
16,4.353632430603918
17,4.472352018554645
18,3.853977873428949
19,3.8650430179831528
20,3.6856990329071326
21,4.441704989072813
22,4.460178902068608
23,4.1467120621030125
24,4.121275093613453
25,2.6095373150268264
26,2.605377346977736
27,2.664695226509883
28,2.8097727743670227
29,1.6963488590439826
30,2.1849569773587896
31,2.530089508458448
32,1.9927256292041213
33,1.9541350261242183
34,2.086784745544054
35,2.9370991754111273
36,2.7938097638935724
37,2.598658063578876
38,2.8358026017370817
39,2.6591972484819673
40,1.7006584854476698
41,2.072141891311449
42,2.033689765230912
43,2.656048314877168
44,2.732523685666458
45,2.49797313255167
46,2.459336137983111
47,1.9674144882995472
48,2.677032686030132
49,2.180247343387862
50,2.4320062982762267
51,3.0874928139447655
52,2.962793277646711
53,3.263650409314315
54,2.794276758574515
55,2.7678434851520333
56,2.245539994237307
57,2.7454816866324636
58,2.1116581322890022
59,3.625967689869219
60,1.9543546506178182
61,1.404771541403414
62,1.7270118090699498
63,2.6852342471424415
64,3.0421631765012167
65,2.67458722259767
66,2.1895652653175492
67,3.032717669743319
68,2.54515713033616
69,2.666833626122491
70,2.3733313658144835
71,3.1983492623614005
72,2.6944687613538334
73,2.0554447145318955
74,2.4913977052876577
75,2.443525886896292
76,2.5438020488748454
77,2.626814750324117
78,3.0595656691803232
79,2.525694689693754
80,3.4906858997115773
81,2.4307067535200866
82,2.5278559415882906
83,2.393485164949493
84,2.5042722680188647
85,3.0596222567250533
86,2.9299260876190902
87,2.6975100577140463
88,2.8084951284954673
89,2.582411896509518
90,2.130861833682123
91,3.02108888292629
92,3.303793305908753
93,3.530984864086236
94,1.7340598350740928
95,3.375894996312654
96,2.1985045646485566
97,2.667942850407046
98,3.0253821102846477
99,2.1734429838828304
100,3.0074441607171436
101,2.6616872470903674
102,2.8945206389798632
103,1.938300510644567
104,3.1515271191036183
105,1.960289421056792
106,2.2955562222144548
107,2.868421845158951
108,3.151884321583964
109,2.5724749744191517
110,2.6600634548659183
111,2.12694278005251
112,1.7681780869059842
113,2.8493019921076237
114,3.4781913246415574
115,3.402034315513153
116,2.9865690013960133
117,2.3438139483120066
118,2.8890278304594528
119,2.646711713771616
120,3.471370585137011
121,2.9716709429141925
122,3.4143678826793455
123,2.980609808504324
124,2.788634820392942
125,2.1424565606594888
126,3.2606059106224308
127,2.748649161987978
128,3.0135859621270864
129,2.9498199478262026
130,2.9818462768839353
131,3.8246677359119277
132,3.720800866465335
133,3.4515928948747154
134,3.8793006938361563
135,3.1243436860673683
136,3.1616034118978833
137,3.7447806018496306
138,3.6082026036687176
139,3.3026166315710115
140,3.0951872439731574
141,3.679182816065621
142,2.7304627553679603
143,3.0039258208544557
144,3.16966537225458
145,3.771155692560458
146,2.6068835350125754
147,3.7527297684660015
148,3.3517229745393813
149,4.163118950986662
150,3.7983662195512493
151,3.27370226145825
152,3.079238602623517
153,3.5078867052542
154,3.6241640611740915
155,2.7872896892445223
156,3.7702197225432847
157,3.8374376366486325
158,3.5375537522545226
159,3.8015623175897346
160,3.129248991656088
161,4.042857047886081
162,2.4317019697690587
163,3.2920331847445303
164,4.006833463389551
165,3.672945674254188
166,3.4930108532327235
167,2.2562293118564254
168,2.979336362293487
169,3.6254821994127107
170,2.520304992107174
171,3.1199941556170936
172,3.2917315099053814
173,3.8008768239443773
174,3.3132647476292005
175,3.9681211536509733
176,3.327799218091687
177,4.080605196187307
178,3.0335966802183814
179,4.073069503026995
180,3.1013306227767083
181,4.107912097520971
182,4.020118101136413
183,3.720850380297619
184,3.191235644193619
185,3.8165925343327247
186,3.6191880304588238
187,4.102171191349701
188,3.987279332331461
189,4.194942341435046
190,4.0193311711641835
191,3.3387711194040692
192,4.115346876966743
193,3.734936338753338
194,3.829363302535808
195,4.395188939246901
196,3.439670098992204
197,3.8908643312075952
198,3.445509023388001
199,3.615088040250996
200,3.564742609141605
201,3.601756487234559
202,4.1792900176138605
203,4.140067698537068
204,3.791041586376948
205,3.601999354312291
206,3.7308410941837438
207,2.58228197139019
208,3.609526023811207
209,3.2367972645871985
210,3.4658282825793267
211,4.228821688676232
212,4.0496260026578055
213,4.078480999568183
214,3.586235550779337
215,3.995833751974411
216,3.5926406662075987
217,4.076321793374698
218,3.7673776619534074
219,3.8568763747557044
220,3.465712023954632
221,3.677605373492301
222,4.1757111167995085
223,4.0136178679053875
224,3.952289215487694
225,3.915253309413273
226,3.872925797938248
227,4.1311155421320525
228,3.805832530413259
229,3.657865562260744
230,3.4630804273357016
231,3.9359771839508095
232,4.036072160119611
233,3.780619675323234
234,3.2092818980823052
235,3.284494506976599
236,4.028127054761883
237,4.037679986546589
238,3.8099289737161084
239,2.773262770213217
240,3.0688102807828614
241,2.955189737685945
242,3.721690987216542
243,2.9189395421468434
244,2.3539717228171533
245,3.7155764788650396
246,2.27156996704983
247,3.3405774373082235
248,3.7335776607921685
249,3.176821070613911
250,2.707591482100238
251,3.6654757606449984
252,3.859597410531018
253,3.2864183901870105
254,4.279862583745698
255,4.237160272873465
256,3.171419831551479
257,2.820471311084652
258,4.155622451768132
259,2.9632081960958603
260,3.0699872689688847
261,3.6185724543569924
262,3.277041177822408
263,3.749386926986377
264,3.3696395796271434
265,3.0920562820895654
266,3.9800454431321435
267,3.976711354530597
268,3.560329549373344
269,4.045296501062764
270,3.614271213156398
